Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultAccount,22,0,33,33,301,66,0,0,0.12121212121212122,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultAccount.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultAccountEmail,2,0,7,7,49,11,0,0,0.0,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultAccountEmail.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultAccountService,0,0,2,2,8,2,0,1,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultAccountService.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultChangedField,4,0,7,7,78,22,0,0,0.0,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultChangedField.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultImmutableAccountData,7,0,15,15,108,23,0,0,0.26666666666666666,0,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultImmutableAccountData.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultMutableAccountData,23,1,46,46,205,46,0,0,0.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\DefaultMutableAccountData.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,TestDefaultAccount,0,0,7,4,134,7,0,0,-1.0,0,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\api\TestDefaultAccount.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,AccountInternalApi,0,0,10,0,12,10,0,1,-1.0,3,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\account\api\AccountInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,AccountService,0,0,0,0,6,0,1,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\account\api\AccountService.java
killbill-killbill-0.20.14,org.killbill.billing.account.api,ImmutableAccountInternalApi,0,0,2,0,4,2,1,0,-1.0,2,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\account\api\ImmutableAccountInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.svcs,DefaultAccountInternalApi,3,0,18,16,97,23,0,0,0.4444444444444444,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\svcs\DefaultAccountInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.svcs,DefaultImmutableAccountInternalApi,4,0,7,5,41,7,0,0,0.5714285714285714,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\svcs\DefaultImmutableAccountInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountApiBase,4,0,5,1,42,8,0,0,0.4,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\user\DefaultAccountApiBase.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountChangeEvent,2,0,10,8,91,22,0,0,0.2,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\user\DefaultAccountChangeEvent.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountCreationEvent,25,0,35,35,292,70,0,0,0.08571428571428572,2,3,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\user\DefaultAccountCreationEvent.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountData,22,0,29,29,237,55,0,0,0.0,2,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\user\DefaultAccountCreationEvent.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountUserApi,3,0,23,22,111,28,0,0,0.34782608695652173,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\api\user\DefaultAccountUserApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestDefaultAccountUserApi,1,0,22,22,276,22,0,0,0.9545454545454546,0,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\api\user\TestDefaultAccountUserApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,AccountEventHandler,1,0,2,2,9,2,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\api\user\TestDefaultAccountUserApi.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestDefaultAccountUserApiWithMocks,6,0,3,3,70,3,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\api\user\TestDefaultAccountUserApiWithMocks.java
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestEventJson,1,0,2,2,20,2,0,0,0.0,0,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\api\user\TestEventJson.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountDao,0,0,12,0,21,12,0,0,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\AccountDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountEmailModelDao,3,0,14,14,78,20,0,0,0.2857142857142857,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\AccountEmailModelDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountEmailSqlDao,0,0,2,2,4,2,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\AccountEmailSqlDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountModelDao,22,0,57,56,386,90,0,0,0.12280701754385964,5,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\AccountModelDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountSqlDao,0,0,7,6,9,7,0,0,-1.0,3,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\AccountSqlDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,DefaultAccountDao,6,0,30,28,199,44,0,0,0.6666666666666666,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\dao\DefaultAccountDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,MockAccountDao,4,0,16,16,107,22,0,0,0.75,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\dao\MockAccountDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.dao,TestAccountDao,0,0,16,16,240,16,0,0,-1.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\dao\TestAccountDao.java
killbill-killbill-0.20.14,org.killbill.billing.account.glue,DefaultAccountModule,0,0,7,3,27,7,0,0,-1.0,0,9,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\main\java\org\killbill\billing\account\glue\DefaultAccountModule.java
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModule,0,0,2,1,16,2,1,0,-1.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\glue\TestAccountModule.java
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModuleNoDB,1,0,3,2,15,3,0,1,0.6666666666666666,0,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\glue\TestAccountModuleNoDB.java
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModuleWithEmbeddedDB,1,0,2,2,12,2,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\glue\TestAccountModuleWithEmbeddedDB.java
killbill-killbill-0.20.14,org.killbill.billing.account,AccountTestSuiteNoDB,11,0,3,2,29,5,0,0,0.6666666666666666,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\AccountTestSuiteNoDB.java
killbill-killbill-0.20.14,org.killbill.billing.account,AccountTestSuiteWithEmbeddedDB,10,0,4,2,35,6,0,0,0.75,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\AccountTestSuiteWithEmbeddedDB.java
killbill-killbill-0.20.14,org.killbill.billing.account,AccountTestUtils,0,0,8,6,67,9,0,0,-1.0,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\account\src\test\java\org\killbill\billing\account\AccountTestUtils.java
killbill-killbill-0.20.14,org.killbill.billing.beatrix.bus.api,BeatrixService,0,0,0,0,5,0,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\beatrix\bus\api\BeatrixService.java
killbill-killbill-0.20.14,org.killbill.billing.broadcast,BroadcastApi,0,0,1,1,3,1,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\broadcast\BroadcastApi.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,CallContextBase,8,0,13,13,78,15,1,0,0.15384615384615385,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\CallContextBase.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,DefaultCallContext,2,0,13,13,112,24,0,1,0.15384615384615385,4,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\DefaultCallContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,DefaultTenantContext,2,0,6,6,43,10,0,0,0.0,2,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\DefaultTenantContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,InternalCallContext,9,0,17,17,135,29,1,2,0.11764705882352941,53,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\InternalCallContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,InternalTenantContext,2,0,8,8,53,12,1,1,0.375,69,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\InternalTenantContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,TimeAwareContext,3,0,8,5,35,9,1,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\callcontext\TimeAwareContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,MutableCallContext,2,0,13,13,44,13,0,0,0.0,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\util\src\test\java\org\killbill\billing\callcontext\MutableCallContext.java
killbill-killbill-0.20.14,org.killbill.billing.callcontext,MutableInternalCallContext,12,0,15,15,71,15,0,3,0.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\util\src\test\java\org\killbill\billing\callcontext\MutableInternalCallContext.java
killbill-killbill-0.20.14,org.killbill.billing.catalog.api,CatalogInternalApi,0,0,1,1,3,1,1,0,-1.0,2,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\catalog\api\CatalogInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.catalog.api,CatalogService,0,0,2,2,7,2,0,0,-1.0,4,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\catalog\src\main\java\org\killbill\billing\catalog\api\CatalogService.java
killbill-killbill-0.20.14,org.killbill.billing.catalog.api,DefaultCatalogInternalApi,1,0,2,2,9,2,0,1,0.0,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\catalog\src\main\java\org\killbill\billing\catalog\api\DefaultCatalogInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.currency.api,CurrencyService,0,0,0,0,2,0,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\currency\api\CurrencyService.java
killbill-killbill-0.20.14,org.killbill.billing.currency.api,DefaultCurrencyConversion,2,0,3,3,14,3,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\currency\src\main\java\org\killbill\billing\currency\api\DefaultCurrencyConversion.java
killbill-killbill-0.20.14,org.killbill.billing.currency.api,DefaultCurrencyConversionApi,2,0,6,4,31,7,0,0,0.8333333333333334,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\currency\src\main\java\org\killbill\billing\currency\api\DefaultCurrencyConversionApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,AccountEntitlements,0,0,3,3,5,3,0,0,-1.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\AccountEntitlements.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,AccountEventsStreams,0,0,4,4,6,4,0,0,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\AccountEventsStreams.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementInternalApi,0,0,5,0,7,5,0,0,-1.0,2,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\EntitlementInternalApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementService,0,0,1,1,3,1,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\EntitlementService.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EventsStream,0,0,25,0,27,25,0,0,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\EventsStream.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,DefaultEntitlementService,9,1,11,7,128,24,0,0,0.2727272727272727,5,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\DefaultEntitlementService.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementTestSuiteNoDB,12,0,3,2,33,6,0,0,0.6666666666666666,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\EntitlementTestSuiteNoDB.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementTestSuiteWithEmbeddedDB,23,0,20,2,130,24,0,0,0.35,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\EntitlementTestSuiteWithEmbeddedDB.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlementSpecifier,3,0,6,6,34,6,0,0,0.0,5,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entitlement\api\DefaultEntitlementSpecifier.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,BlockingStateOrdering,7,0,27,14,387,82,0,1,0.2962962962962963,4,6,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\BlockingStateOrdering.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TargetState,5,0,8,6,85,17,0,0,0.0,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\BlockingStateOrdering.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,SupportForOlderVersionThan_0_17_X,1,0,8,7,46,10,0,0,0.625,1,3,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\BlockingStateOrdering.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultBaseEntitlementWithAddOnsSpecifier,6,0,7,7,34,7,0,0,0.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultBaseEntitlementWithAddOnsSpecifier.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultBlockingTransitionInternalEvent,9,0,14,14,116,25,0,0,0.14285714285714285,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultBlockingTransitionInternalEvent.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlement,15,0,57,51,503,94,1,0,0.15789473684210525,35,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultEntitlement.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlementApi,17,4,27,19,327,59,0,0,0.4074074074074074,18,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultEntitlementApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlementContext,15,0,19,18,93,20,0,0,0.15789473684210525,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultEntitlementContext.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscription,0,0,5,4,32,7,0,1,-1.0,0,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultSubscription.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionApi,12,0,26,24,314,43,0,0,0.38461538461538464,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultSubscriptionApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionBundle,8,0,9,9,44,9,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultSubscriptionBundle.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionBundleTimeline,4,0,8,8,62,14,0,0,0.0,1,3,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultSubscriptionBundleTimeline.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionEvent,21,0,25,25,262,66,0,0,0.0,4,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\DefaultSubscriptionEvent.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,EntitlementDateHelper,0,0,3,3,11,3,0,0,-1.0,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\EntitlementDateHelper.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,EntitlementOrderingBase,2,2,2,0,28,9,2,0,0.0,2,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\EntitlementOrderingBase.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,EntitlementPluginExecution,3,0,7,3,101,19,0,0,0.0,1,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\EntitlementPluginExecution.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,WithEntitlementPlugin,0,0,1,0,3,1,0,0,-1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\EntitlementPluginExecution.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,SubscriptionEventOrdering,1,0,9,2,103,31,0,1,0.3333333333333333,4,6,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\main\java\org\killbill\billing\entitlement\api\SubscriptionEventOrdering.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestBlockingStateOrdering,1,0,16,12,251,22,0,0,0.0,0,4,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestBlockingStateOrdering.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultEntitlement,0,0,9,9,220,9,0,0,-1.0,0,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestDefaultEntitlement.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultEntitlementApi,0,0,21,21,628,23,0,0,-1.0,0,3,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestDefaultEntitlementApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultSubscriptionApi,0,0,13,10,404,14,0,0,-1.0,0,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestDefaultSubscriptionApi.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultSubscriptionBundleTimeline,2,0,36,23,931,51,0,0,0.8888888888888888,0,5,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestDefaultSubscriptionBundleTimeline.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestEntitlementDateHelper,1,0,7,5,63,7,0,0,0.0,0,3,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestEntitlementDateHelper.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestEventJson,1,0,1,1,10,1,0,0,0.0,0,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestEventJson.java
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestRegessionSubscriptionApi,0,0,2,1,38,2,0,0,-1.0,0,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\entitlement\src\test\java\org\killbill\billing\entitlement\api\TestRegessionSubscriptionApi.java
killbill-killbill-0.20.14,org.killbill.billing.entity,EntityBase,3,0,13,12,78,21,0,0,0.23076923076923078,2,2,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entity\EntityBase.java
killbill-killbill-0.20.14,org.killbill.billing.entity,EntityPersistenceException,1,0,3,3,12,3,0,0,1.0,1,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\entity\EntityPersistenceException.java
killbill-killbill-0.20.14,org.killbill.billing.events,AccountChangeInternalEvent,0,0,3,3,5,3,0,1,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\events\AccountChangeInternalEvent.java
killbill-killbill-0.20.14,org.killbill.billing.events,AccountCreationInternalEvent,0,0,2,2,4,2,0,1,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\events\AccountCreationInternalEvent.java
killbill-killbill-0.20.14,org.killbill.billing.events,BlockingTransitionInternalEvent,0,0,9,9,11,9,0,1,-1.0,3,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\events\BlockingTransitionInternalEvent.java
killbill-killbill-0.20.14,org.killbill.billing.events,BroadcastInternalEvent,0,0,3,3,5,3,0,1,-1.0,2,0,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\events\BroadcastInternalEvent.java
killbill-killbill-0.20.14,org.killbill.billing.events,BusEventBase,3,0,6,6,44,11,0,0,0.0,1,1,C:\Users\soelm\Desktop\Repositories\SoftwareMaintenance\killbill-killbill-0.20.14\api\src\main\java\org\killbill\billing\events\BusEventBase.java
