Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultAccount,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultAccountService,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountService
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultImmutableAccountData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultMutableAccountData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_BILLING_CYCLE_DAY_LOCAL; externalKey; email; name; firstNameLength; currency; parentAccountId; isPaymentDelegatedToParent; billCycleDayLocal; paymentMethodId; referenceTime; timeZone; locale; address1; address2; companyName; city; stateOrProvince; country; postalCode; phone; notes; isMigrated
killbill-killbill-0.20.14,org.killbill.billing.account.api,DefaultMutableAccountData,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 46 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api,TestDefaultAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountApiBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountCreationEvent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 35 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountData,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,DefaultAccountUserApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestDefaultAccountUserApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestDefaultAccountUserApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,AccountEventHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestDefaultAccountUserApiWithMocks,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.api.user,TestEventJson,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.dao,AccountModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 56 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.dao,DefaultAccountDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
killbill-killbill-0.20.14,org.killbill.billing.account.dao,TestAccountDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.glue,DefaultAccountModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModuleNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModuleNoDB,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestAccountModule
killbill-killbill-0.20.14,org.killbill.billing.account.glue,TestAccountModuleWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account,AccountTestSuiteNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.account,AccountTestSuiteWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.callcontext,InternalTenantContext,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TimeAwareContext
killbill-killbill-0.20.14,org.killbill.billing.currency.api,DefaultCurrencyConversion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement,AccountEntitlements,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement,DefaultEntitlementService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NOTIFICATION_QUEUE_NAME; log; entitlementInternalApi; blockingStateDao; eventBus; notificationQueueService; entitlementUtils; internalCallContextFactory; entitlementEventQueue
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementTestSuiteNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement,EntitlementTestSuiteWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,BlockingStateOrdering,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EntitlementOrderingBase
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,BlockingStateOrdering,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BlockingStateOrdering; TargetState
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlement,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 51 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultEntitlementApi,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ENT_STATE_START; ENT_STATE_BLOCKED; ENT_STATE_CLEAR; ENT_STATE_CANCELLED; subscriptionBaseInternalApi; subscriptionBaseTransferApi; clock; internalCallContextFactory; checker; blockingStateDao; dateHelper; eventsStreamBuilder; entitlementUtils; notificationQueueService; pluginExecution; securityApi; catalogInternalApi
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscription,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscription,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultEntitlement
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionBundle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,DefaultSubscriptionEvent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,EntitlementOrderingBase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BILLING_SERVICE_NAME; ENT_BILLING_SERVICE_NAME
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,SubscriptionEventOrdering,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EntitlementOrderingBase
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestBlockingStateOrdering,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultEntitlement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultEntitlementApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultEntitlementApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultSubscriptionApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultSubscriptionBundleTimeline,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestDefaultSubscriptionBundleTimeline,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestEntitlementDateHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestEventJson,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api,TestRegessionSubscriptionApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,AccountChangeInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,AccountCreationInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,BlockingTransitionInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,BroadcastInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,BusInternalEvent,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: AccountChangeInternalEvent; AccountCreationInternalEvent; BlockingTransitionInternalEvent; BroadcastInternalEvent; CustomFieldEvent; EntitlementInternalEvent; InvoiceInternalEvent; OverdueChangeInternalEvent; PaymentInternalEvent; SubscriptionInternalEvent; TagDefinitionInternalEvent; TagInternalEvent; TenantConfigChangeInternalEvent; TenantConfigDeletionInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,ChangedField,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,ControlTagDefinitionCreationInternalEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,ControlTagDefinitionDeletionInternalEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,EntitlementInternalEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,InvoiceAdjustmentInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvoiceInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,InvoiceCreationInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvoiceInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,InvoiceInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,InvoiceNotificationInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvoiceInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,InvoicePaymentInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvoiceInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,PaymentErrorInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PaymentInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,PaymentInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BusInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,PaymentPluginErrorInternalEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PaymentInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.events,UserTagDefinitionCreationInternalEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.events,UserTagDefinitionDeletionInternalEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,AccountModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,EntitlementModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,JunctionModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,OverdueModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,SubscriptionModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.glue,TenantModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,DefaultInvoicePaymentErrorEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,DefaultInvoicePaymentErrorEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultInvoicePaymentInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,DefaultInvoicePaymentInfoEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,DefaultInvoicePaymentInfoEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultInvoicePaymentInternalEvent
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,DefaultInvoiceService,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvoiceService
killbill-killbill-0.20.14,org.killbill.billing.invoice.api,WithAccountLock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.plugin.api,NoOpInvoicePluginApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,DefaultJaxrsService,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxrsService
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,JaxrsTestSuiteNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,JaxrsTestUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestDateConversion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,CallbackServer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,KillbillClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccount,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccountEmail,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccountEmail,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccountTimeline,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAccountTimeline,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestAdmin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestBuildResponse,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestBundle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCatalog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCatalog,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestChargeback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestChargeback,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCredit,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCredit,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCustomField,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestCustomField,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestDBRouterResources,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestDBRouterResources,Feature Envy,The tool detected a instance of this smell because assertNbCalls is more interested in members of the type: TestDBRouterAPI
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestDBRouterResources,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestEntitlement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestEntitlement,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExceptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExceptions,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExportAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExportAccount,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExternalRefund,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestExternalRefund,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoice,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoice,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoiceItem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoiceItem,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoicePayment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoiceVoid,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestInvoiceVoid,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJaxrsBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestJaxrsBase,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: TestAccount; TestAccountEmail; TestAccountTimeline; TestBundle; TestCatalog; TestChargeback; TestCredit; TestCustomField; TestDBRouterResources; TestEntitlement; TestExceptions; TestExportAccount; TestExternalRefund; TestInvoice; TestInvoiceItem; TestInvoicePayment; TestInvoiceVoid; TestOverdue; TestPayment; TestPaymentGateway; TestPaymentMethod; TestPaymentPluginProperties; TestPlugin; TestPushNotification; TestSecurity; TestTenantKV; TestUsage
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestJaxrsBase,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 32 methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,TestKillbillGuiceListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs,InvoiceModuleWithMockSender,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
