Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.catalog,DefaultUsage,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog,DefaultVersionedCatalog,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog,LoadCatalog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,StandaloneCatalog,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 40 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockCatalog,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockCatalogModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockCatalogService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockFixed,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultFixed
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockInternationalPrice,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultInternationalPrice
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockPlan,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultPlan
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockPlan,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MockPlan; MockPlanPhase
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockPlanPhase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultPlanPhase
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockPriceList,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockPriceList,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultPriceList
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockProduct,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultProduct
killbill-killbill-0.20.14,org.killbill.billing.catalog,MockRecurring,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultRecurring
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestCatalogService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestCatalogUpdater,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestCatalogUpdater,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestDefaultPriceOverride,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestDefaultPriceOverride,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteWithEmbeddedDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestInternationalPrice,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestInternationalPrice,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPlan,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPlan,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPlanPhase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPlanPhase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPriceListSet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestPriceListSet,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestStandaloneCatalog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestStandaloneCatalog,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestStandaloneCatalogWithPriceOverride,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestStandaloneCatalogWithPriceOverride,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteWithEmbeddedDB
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestVersionedCatalog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog,TestVersionedCatalog,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CatalogTestSuiteNoDB
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,CatalogOverrideBlockDefinitionModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,CatalogOverridePhaseDefinitionModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,CatalogOverrideUsageDefinitionModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,PhaseUsageKeysCollectionBinderFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TierBlockKeysCollectionBinderFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,UsageTierKeysCollectionBinderFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideBlockDefinitionSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverridePhaseDefinitionSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverridePhaseUsageSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverridePlanDefinitionSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverridePlanPhaseSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideTierBlockSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideTierDefinitionSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideUsageDefinitionSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.dao,TestCatalogOverrideUsageTierSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.glue,CatalogModule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CATALOG_INVALIDATION_CALLBACK
killbill-killbill-0.20.14,org.killbill.billing.catalog.glue,CatalogModule,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CatalogModule; DefaultCatalogService
killbill-killbill-0.20.14,org.killbill.billing.catalog.glue,TestCatalogModuleNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.glue,TestCatalogModuleWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.io,TestVersionedCatalogLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.io,TestXMLReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.io,TestXMLWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.override,DefaultPriceOverride,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DRY_RUN_PLAN_IDX; CUSTOM_PLAN_NAME_PATTERN; overrideDao; overriddenPlanCache
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,StandaloneCatalogMapper,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 66 methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestCatalogPluginMapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCaseBillingAlignment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCasePhase
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCaseCancelPolicy,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCasePhase
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCaseChangePlanAlignment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCaseChange
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCaseChangePlanPolicy,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCaseChange
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCaseCreateAlignment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCase
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCasePhase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCase
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelCasePriceList,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestModelCase
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelPlanRules,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.plugin,TestModelVersionedPluginCatalog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultCase,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultCase; StandaloneCatalog; DefaultUnit; DefaultPlanRules; DefaultCaseChangePlanPolicy; DefaultCaseCancelPolicy; DefaultCasePriceList; DefaultProduct; DefaultLimit; DefaultPriceList; DefaultPlan; DefaultPlanPhase; DefaultDuration; DefaultFixed; DefaultInternationalPrice; DefaultPrice; DefaultRecurring; DefaultUsage; DefaultBlock; DefaultTier; DefaultCasePhase; DefaultCaseChange; DefaultPriceListSet
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultCaseChange,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultPlanRules,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestCaseChange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultCaseChangeResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultCaseChange
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestCasePhase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultCaseResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,DefaultCaseResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultCasePhase
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestLoadRules,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestPlanRules,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestPlanRules,Feature Envy,The tool detected a instance of this smell because testExistingPriceListIsKept is more interested in members of the type: MockCatalog
killbill-killbill-0.20.14,org.killbill.billing.catalog.rules,TestPlanRules,Feature Envy,The tool detected a instance of this smell because testBaseCase is more interested in members of the type: MockCatalog
killbill-killbill-0.20.14,org.killbill.billing.catalog.util,CreateCatalogSchema,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.currency.glue,CurrencyModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api.svcs,DefaultEntitlementApiBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api.svcs,BulkSubscriptionBaseCancellation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.api.svcs,WithDateOverrideBillingPolicyEntitlementCanceler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.block,BlockingChecker,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TYPE_SUBSCRIPTION; TYPE_BUNDLE; TYPE_ACCOUNT; ACTION_CHANGE; ACTION_ENTITLEMENT; ACTION_BILLING
killbill-killbill-0.20.14,org.killbill.billing.entitlement.block,TestBlockingApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.block,TestBlockingChecker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,BlockingStateModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,DefaultBlockingStateDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,OptimizedProxyBlockingStateDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,TestBlockingDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,TestDefaultBlockingStateDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.dao,TestProxyBlockingStateDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.engine.core,DefaultEventsStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.engine.core,DefaultEventsStream,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 40 public methods
killbill-killbill-0.20.14,org.killbill.billing.entitlement.engine.core,TestEntitlementUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.glue,DefaultEntitlementModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.glue,KillBillShiroModuleOnlyIniRealm,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.glue,TestEntitlementModuleNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.entitlement.glue,TestEntitlementModuleNoDB,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestEntitlementModule
killbill-killbill-0.20.14,org.killbill.billing.entitlement.glue,TestEntitlementModuleWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api.svcs,DefaultInvoiceInternalApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.api.user,DefaultInvoiceUserApi,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 42 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.api.user,TestDefaultInvoiceUserApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api.user,TestEventJson,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.api.user,TestInvoiceFlagBehaviors,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.config,MultiTenantInvoiceConfig,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,DefaultInvoiceDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 92 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoiceDao,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 42 methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoiceItemModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 49 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoiceModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 40 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoiceParentChildModelDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoicePaymentModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,InvoiceTrackingModelDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,MockInvoiceDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 46 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestDefaultInvoiceDaoUnit,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestInvoiceDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestInvoiceDao,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 45 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestInvoiceItemDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestInvoiceItemSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.dao,TestInvoiceTrackingSqlDao,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.generator,InvoiceItemGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.generator,InvoiceGeneratorResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.generator,InvoiceItemGeneratorLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.invoice.generator,InvoiceWithMetadata,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
killbill-killbill-0.20.14,org.killbill.billing.invoice.generator,TestDefaultInvoiceGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
