Project Name,Package Name,Architecture Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.account.api,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultAccount; TestDefaultAccount; DefaultMutableAccountData]; [DefaultAccountEmail]; [DefaultAccountService; AccountService]; [DefaultChangedField]; [DefaultImmutableAccountData]; [AccountInternalApi; ImmutableAccountInternalApi]. LCC (Lack of Component Cohesion) = 0.6
